state,date,ML,Low,High
Alabama,2020-03-13,2.0,0.34,6.43
Alabama,2020-03-14,1.53,0.47000000000000003,2.95
Alabama,2020-03-15,1.42,0.51,2.5100000000000002
Alabama,2020-03-16,1.47,0.62,2.38
Alabama,2020-03-17,1.61,0.85,2.42
Alabama,2020-03-18,1.72,1.04,2.41
Alabama,2020-03-19,1.73,1.1400000000000001,2.34
Alabama,2020-03-20,1.73,1.2,2.29
Alabama,2020-03-21,1.73,1.23,2.22
Alabama,2020-03-22,1.9000000000000001,1.47,2.36
Alabama,2020-03-23,2.07,1.69,2.47
Alabama,2020-03-24,2.11,1.79,2.47
Alabama,2020-03-25,2.04,1.74,2.33
Alabama,2020-03-26,1.9000000000000001,1.6400000000000001,2.17
Alabama,2020-03-27,1.73,1.49,1.97
Alabama,2020-03-28,1.57,1.34,1.79
Alabama,2020-03-29,1.3900000000000001,1.18,1.61
Alabama,2020-03-30,1.25,1.05,1.47
Alabama,2020-03-31,1.21,1.01,1.42
Alabama,2020-04-01,1.18,0.99,1.3900000000000001
Alabama,2020-04-02,1.21,1.03,1.42
Alabama,2020-04-03,1.25,1.07,1.45
Alabama,2020-04-04,1.31,1.1300000000000001,1.49
Alabama,2020-04-05,1.36,1.2,1.55
Alabama,2020-04-06,1.4000000000000001,1.24,1.57
Alabama,2020-04-07,1.36,1.2,1.51
Alabama,2020-04-08,1.35,1.2,1.5
Alabama,2020-04-09,1.31,1.16,1.45
Alabama,2020-04-10,1.26,1.12,1.4000000000000001
Alabama,2020-04-11,1.2,1.06,1.33
Alabama,2020-04-12,1.1400000000000001,1.01,1.28
Alabama,2020-04-13,1.07,0.9400000000000001,1.21
Alabama,2020-04-14,1.04,0.91,1.18
Alabama,2020-04-15,0.98,0.85,1.12
Alaska,2020-03-14,2.0,0.34,6.43
Alaska,2020-03-15,2.35,0.48,5.72
Alaska,2020-03-16,2.43,0.64,4.98
Alaska,2020-03-17,2.35,0.72,4.39
Alaska,2020-03-18,2.43,0.87,4.11
Alaska,2020-03-19,2.06,0.78,3.5100000000000002
Alaska,2020-03-20,2.08,0.9,3.38
Alaska,2020-03-21,2.05,0.76,3.27
Alaska,2020-03-22,2.07,0.96,3.17
Alaska,2020-03-23,1.97,0.96,2.91
Alaska,2020-03-24,1.93,1.05,2.79
Alaska,2020-03-25,1.83,1.05,2.62
Alaska,2020-03-26,1.79,1.07,2.49
Alaska,2020-03-27,1.57,0.91,2.23
Alaska,2020-03-28,1.45,0.8300000000000001,2.08
Alaska,2020-03-29,1.27,0.67,1.8800000000000001
Alaska,2020-03-30,1.1400000000000001,0.55,1.74
Alaska,2020-03-31,0.98,0.39,1.58
Alaska,2020-04-01,0.86,0.28,1.48
Alaska,2020-04-02,0.81,0.21,1.42
Alaska,2020-04-03,0.8200000000000001,0.19,1.42
Alaska,2020-04-04,0.89,0.25,1.51
Alaska,2020-04-05,1.0,0.37,1.6500000000000001
Alaska,2020-04-06,1.11,0.48,1.75
Alaska,2020-04-07,1.18,0.56,1.8
Alaska,2020-04-08,1.17,0.5700000000000001,1.79
Alaska,2020-04-09,1.12,0.53,1.73
Alaska,2020-04-10,1.09,0.49,1.67
Alaska,2020-04-11,0.98,0.38,1.56
Alaska,2020-04-12,0.91,0.31,1.5
Alaska,2020-04-13,0.8300000000000001,0.23,1.43
Alaska,2020-04-14,0.78,0.16,1.37
Alaska,2020-04-15,0.76,0.16,1.4000000000000001
Arizona,2020-03-03,2.0,0.34,6.43
Arizona,2020-03-04,1.8800000000000001,0.38,5.01
Arizona,2020-03-05,1.8,0.38,4.45
Arizona,2020-03-06,1.74,0.4,4.13
Arizona,2020-03-07,1.96,0.5,4.24
Arizona,2020-03-08,1.83,0.46,3.79
Arizona,2020-03-09,1.73,0.46,3.52
Arizona,2020-03-10,1.3800000000000001,0.0,3.22
Arizona,2020-03-11,1.35,0.0,3.12
Arizona,2020-03-12,1.32,0.0,3.0300000000000002
Arizona,2020-03-13,1.57,0.01,3.15
Arizona,2020-03-14,1.5,0.01,2.99
Arizona,2020-03-15,1.6500000000000001,0.09,3.09
Arizona,2020-03-16,2.2,0.66,3.64
Arizona,2020-03-17,2.57,1.27,3.7600000000000002
Arizona,2020-03-18,2.82,1.82,3.81
Arizona,2020-03-19,2.81,2.0,3.58
Arizona,2020-03-20,2.79,2.17,3.44
Arizona,2020-03-21,2.7,2.18,3.2
Arizona,2020-03-22,2.5,2.08,2.93
Arizona,2020-03-23,2.3000000000000003,1.93,2.65
Arizona,2020-03-24,2.15,1.85,2.48
Arizona,2020-03-25,1.97,1.71,2.27
Arizona,2020-03-26,1.85,1.6,2.1
Arizona,2020-03-27,1.75,1.54,2.0
Arizona,2020-03-28,1.6400000000000001,1.43,1.85
Arizona,2020-03-29,1.54,1.34,1.73
Arizona,2020-03-30,1.44,1.26,1.6300000000000001
Arizona,2020-03-31,1.33,1.16,1.52
Arizona,2020-04-01,1.29,1.12,1.47
Arizona,2020-04-02,1.26,1.09,1.42
Arizona,2020-04-03,1.22,1.07,1.4000000000000001
Arizona,2020-04-04,1.19,1.04,1.36
Arizona,2020-04-05,1.1500000000000001,1.0,1.31
Arizona,2020-04-06,1.11,0.97,1.28
Arizona,2020-04-07,1.08,0.92,1.22
Arizona,2020-04-08,1.05,0.9,1.2
Arizona,2020-04-09,1.02,0.87,1.17
Arizona,2020-04-10,0.99,0.84,1.1400000000000001
Arizona,2020-04-11,0.9500000000000001,0.8,1.1
Arizona,2020-04-12,0.92,0.77,1.08
Arizona,2020-04-13,0.88,0.73,1.04
Arizona,2020-04-14,0.9,0.75,1.07
Arizona,2020-04-15,0.85,0.6900000000000001,1.01
Arkansas,2020-03-11,2.0,0.34,6.43
Arkansas,2020-03-12,1.83,0.46,3.79
Arkansas,2020-03-13,1.59,0.45,3.09
Arkansas,2020-03-14,1.57,0.52,2.89
Arkansas,2020-03-15,1.55,0.56,2.71
Arkansas,2020-03-16,1.75,0.75,2.77
Arkansas,2020-03-17,2.1,1.17,2.98
Arkansas,2020-03-18,2.23,1.43,3.02
Arkansas,2020-03-19,2.31,1.6300000000000001,2.98
Arkansas,2020-03-20,2.25,1.69,2.85
Arkansas,2020-03-21,2.09,1.59,2.6
Arkansas,2020-03-22,1.98,1.53,2.42
Arkansas,2020-03-23,1.82,1.43,2.24
Arkansas,2020-03-24,1.6500000000000001,1.28,2.02
Arkansas,2020-03-25,1.51,1.17,1.87
Arkansas,2020-03-26,1.33,1.0,1.67
Arkansas,2020-03-27,1.21,0.88,1.53
Arkansas,2020-03-28,1.1400000000000001,0.8200000000000001,1.46
Arkansas,2020-03-29,1.08,0.76,1.3900000000000001
Arkansas,2020-03-30,1.11,0.81,1.44
Arkansas,2020-03-31,1.1300000000000001,0.8300000000000001,1.45
Arkansas,2020-04-01,1.1,0.81,1.42
Arkansas,2020-04-02,1.1400000000000001,0.85,1.45
Arkansas,2020-04-03,1.16,0.87,1.46
Arkansas,2020-04-04,1.19,0.91,1.48
Arkansas,2020-04-05,1.23,0.96,1.52
Arkansas,2020-04-06,1.22,0.9500000000000001,1.49
Arkansas,2020-04-07,1.18,0.92,1.45
Arkansas,2020-04-08,1.16,0.9,1.42
Arkansas,2020-04-09,1.07,0.8200000000000001,1.34
Arkansas,2020-04-10,1.09,0.84,1.35
Arkansas,2020-04-11,1.07,0.8300000000000001,1.34
Arkansas,2020-04-12,1.09,0.85,1.35
Arkansas,2020-04-13,1.1,0.86,1.35
Arkansas,2020-04-14,1.12,0.89,1.3800000000000001
Arkansas,2020-04-15,1.16,0.93,1.41
California,2020-02-19,2.0,0.34,6.43
California,2020-02-20,1.8800000000000001,0.38,5.01
California,2020-02-21,1.8,0.38,4.45
California,2020-02-22,1.74,0.4,4.13
California,2020-02-23,2.2800000000000002,0.61,4.59
California,2020-02-24,2.5,0.8300000000000001,4.43
California,2020-02-25,2.45,0.96,4.04
California,2020-02-26,2.25,0.68,3.72
California,2020-02-27,1.95,0.5700000000000001,3.2600000000000002
California,2020-02-28,1.67,0.39,2.83
California,2020-02-29,1.57,0.4,2.68
California,2020-03-01,1.42,0.34,2.49
California,2020-03-02,1.52,0.49,2.5500000000000003
California,2020-03-03,1.59,0.61,2.54
California,2020-03-04,1.72,0.8200000000000001,2.59
California,2020-03-05,1.74,0.93,2.5500000000000003
California,2020-03-06,2.0,1.29,2.72
California,2020-03-07,1.98,1.35,2.61
California,2020-03-08,1.8900000000000001,1.33,2.46
California,2020-03-09,1.8,1.29,2.31
California,2020-03-10,1.76,1.3,2.23
California,2020-03-11,1.72,1.3,2.15
California,2020-03-12,1.8,1.42,2.19
California,2020-03-13,1.77,1.43,2.13
California,2020-03-14,1.84,1.54,2.17
California,2020-03-15,1.87,1.6,2.17
California,2020-03-16,1.85,1.6,2.11
California,2020-03-17,1.82,1.59,2.05
California,2020-03-18,1.79,1.59,2.0100000000000002
California,2020-03-19,1.75,1.56,1.94
California,2020-03-20,1.73,1.56,1.9100000000000001
California,2020-03-21,1.7,1.54,1.86
California,2020-03-22,1.69,1.54,1.83
California,2020-03-23,1.73,1.6,1.87
California,2020-03-24,1.76,1.6400000000000001,1.8800000000000001
California,2020-03-25,1.75,1.6400000000000001,1.86
California,2020-03-26,1.7,1.59,1.79
California,2020-03-27,1.6400000000000001,1.55,1.74
California,2020-03-28,1.59,1.5,1.68
California,2020-03-29,1.54,1.46,1.6300000000000001
California,2020-03-30,1.49,1.41,1.56
California,2020-03-31,1.45,1.3800000000000001,1.53
California,2020-04-01,1.41,1.34,1.48
California,2020-04-02,1.36,1.29,1.42
California,2020-04-03,1.29,1.23,1.36
California,2020-04-04,1.24,1.17,1.3
California,2020-04-05,1.18,1.12,1.24
California,2020-04-06,1.1300000000000001,1.06,1.18
California,2020-04-07,1.07,1.01,1.1300000000000001
California,2020-04-08,1.02,0.96,1.08
California,2020-04-09,0.97,0.91,1.03
California,2020-04-10,0.9400000000000001,0.87,0.99
California,2020-04-11,0.92,0.86,0.98
California,2020-04-12,0.91,0.85,0.97
California,2020-04-13,0.93,0.87,0.99
California,2020-04-14,0.96,0.9,1.03
California,2020-04-15,0.99,0.93,1.06
Colorado,2020-03-05,2.0,0.34,6.43
Colorado,2020-03-06,1.41,0.34,3.3000000000000003
Colorado,2020-03-07,1.34,0.34,2.89
Colorado,2020-03-08,1.6500000000000001,0.51,3.06
Colorado,2020-03-09,1.81,0.72,3.0700000000000003
Colorado,2020-03-10,2.23,1.2,3.3000000000000003
Colorado,2020-03-11,2.34,1.46,3.19
Colorado,2020-03-12,2.32,1.59,3.0700000000000003
Colorado,2020-03-13,2.25,1.62,2.88
Colorado,2020-03-14,2.05,1.51,2.62
Colorado,2020-03-15,1.85,1.36,2.36
Colorado,2020-03-16,1.74,1.3,2.21
Colorado,2020-03-17,1.68,1.26,2.09
Colorado,2020-03-18,1.72,1.34,2.1
Colorado,2020-03-19,1.79,1.45,2.14
Colorado,2020-03-20,1.84,1.54,2.16
Colorado,2020-03-21,1.9000000000000001,1.6300000000000001,2.19
Colorado,2020-03-22,1.8900000000000001,1.6500000000000001,2.15
Colorado,2020-03-23,1.9100000000000001,1.7,2.15
Colorado,2020-03-24,1.8900000000000001,1.7,2.1
Colorado,2020-03-25,1.85,1.67,2.0300000000000002
Colorado,2020-03-26,1.76,1.6,1.93
Colorado,2020-03-27,1.6600000000000001,1.51,1.81
Colorado,2020-03-28,1.55,1.41,1.69
Colorado,2020-03-29,1.46,1.33,1.6
Colorado,2020-03-30,1.37,1.24,1.49
Colorado,2020-03-31,1.31,1.19,1.43
Colorado,2020-04-01,1.26,1.1400000000000001,1.3800000000000001
Colorado,2020-04-02,1.22,1.11,1.34
Colorado,2020-04-03,1.17,1.06,1.29
Colorado,2020-04-04,1.11,0.99,1.21
Colorado,2020-04-05,1.03,0.92,1.1400000000000001
Colorado,2020-04-06,1.0,0.88,1.1
Colorado,2020-04-07,0.9500000000000001,0.8300000000000001,1.05
Colorado,2020-04-08,0.9400000000000001,0.8300000000000001,1.06
Colorado,2020-04-09,0.9400000000000001,0.8300000000000001,1.06
Colorado,2020-04-10,0.98,0.87,1.1
Colorado,2020-04-11,1.02,0.91,1.1400000000000001
Colorado,2020-04-12,1.06,0.9500000000000001,1.18
Colorado,2020-04-13,1.05,0.9400000000000001,1.17
Colorado,2020-04-14,1.05,0.9400000000000001,1.16
Colorado,2020-04-15,1.01,0.9,1.12
Connecticut,2020-03-08,2.0,0.34,6.43
Connecticut,2020-03-09,2.35,0.48,5.72
Connecticut,2020-03-10,2.43,0.64,4.98
Connecticut,2020-03-11,2.64,0.87,4.67
Connecticut,2020-03-12,2.54,0.99,4.17
Connecticut,2020-03-13,2.63,1.27,3.97
Connecticut,2020-03-14,2.67,1.55,3.7800000000000002
Connecticut,2020-03-15,2.68,1.71,3.59
Connecticut,2020-03-16,2.73,1.98,3.5
Connecticut,2020-03-17,2.5500000000000003,1.92,3.17
Connecticut,2020-03-18,2.32,1.79,2.85
Connecticut,2020-03-19,2.22,1.77,2.68
Connecticut,2020-03-20,2.09,1.71,2.5100000000000002
Connecticut,2020-03-21,2.11,1.76,2.45
Connecticut,2020-03-22,2.18,1.8900000000000001,2.49
Connecticut,2020-03-23,2.11,1.86,2.38
Connecticut,2020-03-24,2.07,1.85,2.31
Connecticut,2020-03-25,1.97,1.77,2.17
Connecticut,2020-03-26,1.9000000000000001,1.72,2.08
Connecticut,2020-03-27,1.8900000000000001,1.72,2.04
Connecticut,2020-03-28,1.85,1.71,2.0
Connecticut,2020-03-29,1.78,1.6500000000000001,1.92
Connecticut,2020-03-30,1.67,1.55,1.79
Connecticut,2020-03-31,1.61,1.5,1.73
Connecticut,2020-04-01,1.52,1.41,1.62
Connecticut,2020-04-02,1.43,1.33,1.53
Connecticut,2020-04-03,1.3900000000000001,1.29,1.48
Connecticut,2020-04-04,1.35,1.26,1.45
Connecticut,2020-04-05,1.35,1.26,1.44
Connecticut,2020-04-06,1.37,1.29,1.46
Connecticut,2020-04-07,1.33,1.25,1.41
Connecticut,2020-04-08,1.33,1.25,1.41
Connecticut,2020-04-09,1.28,1.21,1.36
Connecticut,2020-04-10,1.22,1.1400000000000001,1.29
Connecticut,2020-04-11,1.1500000000000001,1.08,1.23
Connecticut,2020-04-12,1.08,1.01,1.1500000000000001
Connecticut,2020-04-13,1.01,0.93,1.07
Connecticut,2020-04-14,0.98,0.9,1.04
Connecticut,2020-04-15,0.92,0.85,0.99
Delaware,2020-03-11,2.0,0.34,6.43
Delaware,2020-03-12,1.74,0.4,4.13
Delaware,2020-03-13,1.61,0.41000000000000003,3.56
Delaware,2020-03-14,1.7,0.48,3.44
Delaware,2020-03-15,1.8900000000000001,0.63,3.45
Delaware,2020-03-16,1.95,0.75,3.31
Delaware,2020-03-17,2.0300000000000002,0.9,3.2
Delaware,2020-03-18,1.93,0.79,3.06
Delaware,2020-03-19,1.8900000000000001,0.85,2.88
Delaware,2020-03-20,1.95,1.04,2.85
Delaware,2020-03-21,1.93,1.1300000000000001,2.74
Delaware,2020-03-22,1.86,1.12,2.56
Delaware,2020-03-23,1.82,1.1500000000000001,2.45
Delaware,2020-03-24,1.7,1.09,2.2800000000000002
Delaware,2020-03-25,1.69,1.16,2.2600000000000002
Delaware,2020-03-26,1.6400000000000001,1.1400000000000001,2.15
Delaware,2020-03-27,1.55,1.07,2.0100000000000002
Delaware,2020-03-28,1.52,1.07,1.95
Delaware,2020-03-29,1.51,1.1,1.93
Delaware,2020-03-30,1.44,1.06,1.85
Delaware,2020-03-31,1.42,1.06,1.81
Delaware,2020-04-01,1.46,1.11,1.81
Delaware,2020-04-02,1.54,1.21,1.87
Delaware,2020-04-03,1.62,1.32,1.93
Delaware,2020-04-04,1.6600000000000001,1.3800000000000001,1.94
Delaware,2020-04-05,1.69,1.45,1.97
Delaware,2020-04-06,1.68,1.43,1.9000000000000001
Delaware,2020-04-07,1.61,1.4000000000000001,1.84
Delaware,2020-04-08,1.5,1.29,1.7
Delaware,2020-04-09,1.41,1.21,1.6
Delaware,2020-04-10,1.31,1.1300000000000001,1.51
Delaware,2020-04-11,1.23,1.05,1.42
Delaware,2020-04-12,1.1300000000000001,0.9500000000000001,1.31
Delaware,2020-04-13,1.08,0.9,1.26
Delaware,2020-04-14,1.03,0.85,1.21
Delaware,2020-04-15,0.99,0.81,1.17
District of Columbia,2020-03-07,2.0,0.34,6.43
District of Columbia,2020-03-08,2.17,0.51,4.99
District of Columbia,2020-03-09,2.17,0.61,4.33
District of Columbia,2020-03-10,1.8900000000000001,0.54,3.62
District of Columbia,2020-03-11,1.73,0.51,3.24
District of Columbia,2020-03-12,1.76,0.56,3.12
District of Columbia,2020-03-13,1.6500000000000001,0.56,2.9
District of Columbia,2020-03-14,1.68,0.29,2.92
District of Columbia,2020-03-15,1.58,0.31,2.77
District of Columbia,2020-03-16,1.96,0.78,3.0700000000000003
District of Columbia,2020-03-17,2.11,1.09,3.09
District of Columbia,2020-03-18,2.17,1.29,3.02
District of Columbia,2020-03-19,2.09,1.33,2.84
District of Columbia,2020-03-20,2.0,1.33,2.66
District of Columbia,2020-03-21,1.8900000000000001,1.3,2.49
District of Columbia,2020-03-22,1.8800000000000001,1.35,2.42
District of Columbia,2020-03-23,1.77,1.28,2.25
District of Columbia,2020-03-24,1.72,1.29,2.18
District of Columbia,2020-03-25,1.62,1.21,2.0300000000000002
District of Columbia,2020-03-26,1.46,1.08,1.86
District of Columbia,2020-03-27,1.47,1.11,1.84
District of Columbia,2020-03-28,1.3900000000000001,1.05,1.75
District of Columbia,2020-03-29,1.3900000000000001,1.06,1.72
District of Columbia,2020-03-30,1.4000000000000001,1.08,1.71
District of Columbia,2020-03-31,1.4000000000000001,1.1,1.7
District of Columbia,2020-04-01,1.44,1.16,1.73
District of Columbia,2020-04-02,1.52,1.25,1.78
District of Columbia,2020-04-03,1.46,1.21,1.71
District of Columbia,2020-04-04,1.49,1.25,1.72
District of Columbia,2020-04-05,1.47,1.25,1.7
District of Columbia,2020-04-06,1.42,1.21,1.6400000000000001
District of Columbia,2020-04-07,1.37,1.18,1.59
District of Columbia,2020-04-08,1.3,1.1,1.49
District of Columbia,2020-04-09,1.22,1.03,1.41
District of Columbia,2020-04-10,1.1400000000000001,0.9500000000000001,1.32
District of Columbia,2020-04-11,1.04,0.86,1.23
District of Columbia,2020-04-12,0.9500000000000001,0.77,1.1500000000000001
District of Columbia,2020-04-13,0.92,0.73,1.11
District of Columbia,2020-04-14,0.88,0.6900000000000001,1.07
District of Columbia,2020-04-15,0.89,0.7000000000000001,1.09
Florida,2020-03-01,2.0,0.34,6.43
Florida,2020-03-02,1.8800000000000001,0.38,5.01
Florida,2020-03-03,1.8,0.38,4.45
Florida,2020-03-04,2.05,0.5,4.54
Florida,2020-03-05,2.17,0.61,4.33
Florida,2020-03-06,2.16,0.68,4.01
Florida,2020-03-07,2.2800000000000002,0.8200000000000001,3.85
Florida,2020-03-08,2.15,0.51,3.62
Florida,2020-03-09,2.27,0.86,3.59
Florida,2020-03-10,2.5,1.34,3.62
Florida,2020-03-11,2.27,1.29,3.23
Florida,2020-03-12,2.2800000000000002,1.45,3.1
Florida,2020-03-13,2.21,1.49,2.91
Florida,2020-03-14,2.22,1.62,2.84
Florida,2020-03-15,2.37,1.86,2.89
Florida,2020-03-16,2.39,1.95,2.81
Florida,2020-03-17,2.34,1.98,2.71
Florida,2020-03-18,2.31,2.0100000000000002,2.63
Florida,2020-03-19,2.22,1.94,2.47
Florida,2020-03-20,2.12,1.8900000000000001,2.36
Florida,2020-03-21,1.99,1.79,2.2
Florida,2020-03-22,1.93,1.75,2.12
Florida,2020-03-23,1.8900000000000001,1.73,2.06
Florida,2020-03-24,1.8900000000000001,1.74,2.0300000000000002
Florida,2020-03-25,1.9000000000000001,1.76,2.02
Florida,2020-03-26,1.8900000000000001,1.78,2.02
Florida,2020-03-27,1.84,1.73,1.94
Florida,2020-03-28,1.78,1.68,1.87
Florida,2020-03-29,1.68,1.6,1.78
Florida,2020-03-30,1.61,1.52,1.69
Florida,2020-03-31,1.53,1.45,1.61
Florida,2020-04-01,1.45,1.3800000000000001,1.53
Florida,2020-04-02,1.36,1.29,1.43
Florida,2020-04-03,1.29,1.23,1.37
Florida,2020-04-04,1.22,1.1500000000000001,1.28
Florida,2020-04-05,1.16,1.09,1.22
Florida,2020-04-06,1.1,1.03,1.16
Florida,2020-04-07,1.05,0.99,1.12
Florida,2020-04-08,1.0,0.9400000000000001,1.07
Florida,2020-04-09,0.98,0.91,1.04
Florida,2020-04-10,0.9500000000000001,0.88,1.01
Florida,2020-04-11,0.93,0.86,0.99
