state,date,ML,Low,High
South Carolina,2020-04-03,1.3900000000000001,1.23,1.56
South Carolina,2020-04-04,1.28,1.1300000000000001,1.45
South Carolina,2020-04-05,1.16,1.01,1.32
South Carolina,2020-04-06,1.07,0.92,1.23
South Carolina,2020-04-07,1.04,0.89,1.2
South Carolina,2020-04-08,1.01,0.86,1.17
South Carolina,2020-04-09,1.0,0.85,1.16
South Carolina,2020-04-10,0.98,0.8300000000000001,1.1400000000000001
South Carolina,2020-04-11,0.9500000000000001,0.79,1.1
South Carolina,2020-04-12,0.91,0.76,1.07
South Carolina,2020-04-13,0.86,0.7000000000000001,1.02
South Carolina,2020-04-14,0.76,0.6,0.93
South Carolina,2020-04-15,0.71,0.55,0.89
South Dakota,2020-03-10,2.0,0.34,6.43
South Dakota,2020-03-11,1.74,0.4,4.13
South Dakota,2020-03-12,1.41,0.34,3.3000000000000003
South Dakota,2020-03-13,1.23,0.29,2.9
South Dakota,2020-03-14,1.23,0.28,2.82
South Dakota,2020-03-15,1.22,0.28,2.7600000000000002
South Dakota,2020-03-16,1.21,0.3,2.73
South Dakota,2020-03-17,0.65,0.0,2.62
South Dakota,2020-03-18,0.62,0.0,2.69
South Dakota,2020-03-19,1.3800000000000001,0.0,3.22
South Dakota,2020-03-20,1.96,0.1,3.65
South Dakota,2020-03-21,2.22,0.43,3.85
South Dakota,2020-03-22,2.41,0.84,3.85
South Dakota,2020-03-23,2.15,0.79,3.4
South Dakota,2020-03-24,2.07,0.91,3.21
South Dakota,2020-03-25,1.98,0.93,2.96
South Dakota,2020-03-26,1.95,1.04,2.85
South Dakota,2020-03-27,1.85,1.04,2.67
South Dakota,2020-03-28,1.74,0.99,2.47
South Dakota,2020-03-29,1.59,0.91,2.29
South Dakota,2020-03-30,1.62,0.97,2.24
South Dakota,2020-03-31,1.56,0.97,2.16
South Dakota,2020-04-01,1.57,1.03,2.14
South Dakota,2020-04-02,1.53,1.03,2.07
South Dakota,2020-04-03,1.53,1.06,2.0300000000000002
South Dakota,2020-04-04,1.52,1.08,1.99
South Dakota,2020-04-05,1.56,1.1400000000000001,1.99
South Dakota,2020-04-06,1.55,1.16,1.95
South Dakota,2020-04-07,1.61,1.23,1.96
South Dakota,2020-04-08,1.6300000000000001,1.3,1.98
South Dakota,2020-04-09,1.6500000000000001,1.35,1.98
South Dakota,2020-04-10,1.6600000000000001,1.3800000000000001,1.96
South Dakota,2020-04-11,1.6600000000000001,1.4000000000000001,1.93
South Dakota,2020-04-12,1.6500000000000001,1.41,1.9000000000000001
South Dakota,2020-04-13,1.61,1.3800000000000001,1.83
South Dakota,2020-04-14,1.54,1.34,1.77
South Dakota,2020-04-15,1.48,1.28,1.68
Tennessee,2020-03-05,2.0,0.34,6.43
Tennessee,2020-03-06,1.8800000000000001,0.38,5.01
Tennessee,2020-03-07,2.17,0.51,4.99
Tennessee,2020-03-08,1.96,0.5,4.24
Tennessee,2020-03-09,2.35,0.72,4.39
Tennessee,2020-03-10,2.43,0.87,4.11
Tennessee,2020-03-11,2.49,1.09,3.9
Tennessee,2020-03-12,2.46,1.12,3.75
Tennessee,2020-03-13,2.23,1.08,3.33
Tennessee,2020-03-14,2.13,1.1500000000000001,3.11
Tennessee,2020-03-15,2.17,1.32,3.0100000000000002
Tennessee,2020-03-16,2.22,1.49,2.94
Tennessee,2020-03-17,2.39,1.78,3.0
Tennessee,2020-03-18,2.42,1.9100000000000001,2.93
Tennessee,2020-03-19,2.4,1.98,2.84
Tennessee,2020-03-20,2.3000000000000003,1.94,2.67
Tennessee,2020-03-21,2.18,1.87,2.5
Tennessee,2020-03-22,2.04,1.76,2.31
Tennessee,2020-03-23,1.9100000000000001,1.67,2.17
Tennessee,2020-03-24,1.79,1.57,2.02
Tennessee,2020-03-25,1.68,1.48,1.8900000000000001
Tennessee,2020-03-26,1.59,1.3900000000000001,1.77
Tennessee,2020-03-27,1.49,1.31,1.67
Tennessee,2020-03-28,1.43,1.26,1.6
Tennessee,2020-03-29,1.48,1.32,1.6400000000000001
Tennessee,2020-03-30,1.49,1.33,1.6300000000000001
Tennessee,2020-03-31,1.46,1.33,1.62
Tennessee,2020-04-01,1.4000000000000001,1.26,1.53
Tennessee,2020-04-02,1.3,1.17,1.43
Tennessee,2020-04-03,1.21,1.08,1.34
Tennessee,2020-04-04,1.12,0.99,1.24
Tennessee,2020-04-05,0.99,0.86,1.11
Tennessee,2020-04-06,0.93,0.81,1.07
Tennessee,2020-04-07,0.89,0.76,1.02
Tennessee,2020-04-08,0.86,0.73,0.99
Tennessee,2020-04-09,0.87,0.74,1.01
Tennessee,2020-04-10,0.93,0.8,1.07
Tennessee,2020-04-11,0.97,0.84,1.11
Tennessee,2020-04-12,1.01,0.88,1.1500000000000001
Tennessee,2020-04-13,0.99,0.85,1.12
Tennessee,2020-04-14,0.9500000000000001,0.81,1.08
Tennessee,2020-04-15,0.9500000000000001,0.81,1.08
Texas,2020-03-02,2.0,0.34,6.43
Texas,2020-03-03,2.35,0.48,5.72
Texas,2020-03-04,2.43,0.64,4.98
Texas,2020-03-05,2.35,0.72,4.39
Texas,2020-03-06,2.0300000000000002,0.63,3.71
Texas,2020-03-07,2.0,0.7000000000000001,3.5100000000000002
Texas,2020-03-08,1.95,0.75,3.31
Texas,2020-03-09,1.86,0.42,3.15
Texas,2020-03-10,1.92,0.65,3.15
Texas,2020-03-11,1.99,0.8300000000000001,3.0500000000000003
Texas,2020-03-12,1.99,0.99,2.96
Texas,2020-03-13,1.94,1.06,2.81
Texas,2020-03-14,1.8,0.99,2.57
Texas,2020-03-15,1.93,1.23,2.64
Texas,2020-03-16,2.16,1.55,2.77
Texas,2020-03-17,2.42,1.9100000000000001,2.93
Texas,2020-03-18,2.59,2.18,3.02
Texas,2020-03-19,2.48,2.14,2.84
Texas,2020-03-20,2.2800000000000002,1.99,2.59
Texas,2020-03-21,2.06,1.8,2.32
Texas,2020-03-22,1.9000000000000001,1.68,2.15
Texas,2020-03-23,1.86,1.6600000000000001,2.08
Texas,2020-03-24,1.85,1.67,2.05
Texas,2020-03-25,1.79,1.62,1.96
Texas,2020-03-26,1.78,1.6300000000000001,1.94
Texas,2020-03-27,1.71,1.57,1.86
Texas,2020-03-28,1.6600000000000001,1.53,1.79
Texas,2020-03-29,1.62,1.49,1.73
Texas,2020-03-30,1.56,1.45,1.68
Texas,2020-03-31,1.52,1.41,1.62
Texas,2020-04-01,1.51,1.41,1.61
Texas,2020-04-02,1.43,1.34,1.53
Texas,2020-04-03,1.42,1.33,1.51
Texas,2020-04-04,1.3800000000000001,1.3,1.47
Texas,2020-04-05,1.35,1.27,1.44
Texas,2020-04-06,1.35,1.27,1.43
Texas,2020-04-07,1.32,1.24,1.3900000000000001
Texas,2020-04-08,1.27,1.2,1.35
Texas,2020-04-09,1.24,1.16,1.3
Texas,2020-04-10,1.1500000000000001,1.08,1.22
Texas,2020-04-11,1.08,1.01,1.1500000000000001
Texas,2020-04-12,1.01,0.9400000000000001,1.08
Texas,2020-04-13,0.92,0.85,0.99
Texas,2020-04-14,0.88,0.81,0.9500000000000001
Texas,2020-04-15,0.84,0.77,0.92
Utah,2020-03-04,2.0,0.34,6.43
Utah,2020-03-05,1.8800000000000001,0.38,5.01
Utah,2020-03-06,1.8,0.38,4.45
Utah,2020-03-07,1.74,0.4,4.13
Utah,2020-03-08,1.69,0.37,3.85
Utah,2020-03-09,1.6400000000000001,0.4,3.7
Utah,2020-03-10,1.61,0.41000000000000003,3.56
Utah,2020-03-11,2.43,0.14,4.39
Utah,2020-03-12,2.88,0.8300000000000001,4.7
Utah,2020-03-13,2.94,1.34,4.44
Utah,2020-03-14,2.72,1.45,3.95
Utah,2020-03-15,2.49,1.43,3.5
Utah,2020-03-16,2.24,1.33,3.1
Utah,2020-03-17,2.18,1.41,2.94
Utah,2020-03-18,1.97,1.3,2.66
Utah,2020-03-19,1.95,1.35,2.56
Utah,2020-03-20,1.99,1.47,2.54
Utah,2020-03-21,1.95,1.49,2.44
Utah,2020-03-22,1.9000000000000001,1.49,2.34
Utah,2020-03-23,1.81,1.42,2.18
Utah,2020-03-24,1.7,1.35,2.05
Utah,2020-03-25,1.68,1.35,1.99
Utah,2020-03-26,1.6400000000000001,1.36,1.96
Utah,2020-03-27,1.58,1.31,1.86
Utah,2020-03-28,1.53,1.28,1.8
Utah,2020-03-29,1.47,1.23,1.72
Utah,2020-03-30,1.3800000000000001,1.1500000000000001,1.62
Utah,2020-03-31,1.35,1.1300000000000001,1.58
Utah,2020-04-01,1.31,1.1,1.53
Utah,2020-04-02,1.31,1.1,1.51
Utah,2020-04-03,1.29,1.09,1.49
Utah,2020-04-04,1.23,1.05,1.44
Utah,2020-04-05,1.16,0.97,1.35
Utah,2020-04-06,1.11,0.93,1.31
Utah,2020-04-07,1.04,0.85,1.22
Utah,2020-04-08,0.98,0.79,1.16
Utah,2020-04-09,0.91,0.73,1.11
Utah,2020-04-10,0.86,0.67,1.06
Utah,2020-04-11,0.8,0.62,1.02
Utah,2020-04-12,0.79,0.6,1.01
Utah,2020-04-13,0.81,0.61,1.03
Utah,2020-04-14,0.85,0.64,1.06
Utah,2020-04-15,0.89,0.68,1.11
Vermont,2020-03-11,2.0,0.34,6.43
Vermont,2020-03-12,2.35,0.48,5.72
Vermont,2020-03-13,2.43,0.64,4.98
Vermont,2020-03-14,2.35,0.72,4.39
Vermont,2020-03-15,2.23,0.75,3.92
Vermont,2020-03-16,2.11,0.77,3.56
Vermont,2020-03-17,2.12,0.9,3.42
Vermont,2020-03-18,2.19,0.9,3.42
Vermont,2020-03-19,1.99,0.8300000000000001,3.0500000000000003
Vermont,2020-03-20,2.05,1.03,2.98
Vermont,2020-03-21,2.07,1.21,2.92
Vermont,2020-03-22,2.0300000000000002,1.27,2.77
Vermont,2020-03-23,2.05,1.4000000000000001,2.72
Vermont,2020-03-24,1.94,1.36,2.5300000000000002
Vermont,2020-03-25,1.82,1.3,2.36
Vermont,2020-03-26,1.72,1.25,2.22
Vermont,2020-03-27,1.53,1.07,1.97
Vermont,2020-03-28,1.41,0.99,1.85
Vermont,2020-03-29,1.3,0.89,1.72
Vermont,2020-03-30,1.17,0.77,1.58
Vermont,2020-03-31,1.12,0.73,1.53
Vermont,2020-04-01,1.1500000000000001,0.76,1.54
Vermont,2020-04-02,1.21,0.8300000000000001,1.59
Vermont,2020-04-03,1.31,0.93,1.6600000000000001
Vermont,2020-04-04,1.32,0.97,1.68
Vermont,2020-04-05,1.29,0.9500000000000001,1.6300000000000001
Vermont,2020-04-06,1.22,0.88,1.54
Vermont,2020-04-07,1.1300000000000001,0.81,1.46
Vermont,2020-04-08,1.02,0.7000000000000001,1.35
Vermont,2020-04-09,0.92,0.6,1.26
Vermont,2020-04-10,0.8200000000000001,0.49,1.16
Vermont,2020-04-11,0.72,0.39,1.09
Vermont,2020-04-12,0.63,0.27,1.0
Vermont,2020-04-13,0.58,0.2,0.96
Vermont,2020-04-14,0.5,0.11,0.9
Vermont,2020-04-15,0.44,0.05,0.85
Virginia,2020-03-07,2.0,0.34,6.43
Virginia,2020-03-08,1.69,0.37,3.85
Virginia,2020-03-09,1.94,0.55,3.75
Virginia,2020-03-10,2.0,0.7000000000000001,3.5100000000000002
Virginia,2020-03-11,2.08,0.9,3.38
Virginia,2020-03-12,2.05,0.99,3.13
Virginia,2020-03-13,1.92,1.01,2.88
Virginia,2020-03-14,1.8,0.91,2.71
Virginia,2020-03-15,1.71,0.88,2.52
Virginia,2020-03-16,1.6,0.8300000000000001,2.35
Virginia,2020-03-17,1.56,0.84,2.2600000000000002
Virginia,2020-03-18,1.6,0.9500000000000001,2.27
Virginia,2020-03-19,1.78,1.17,2.36
Virginia,2020-03-20,1.8800000000000001,1.35,2.42
Virginia,2020-03-21,1.8900000000000001,1.42,2.38
Virginia,2020-03-22,1.94,1.52,2.37
Virginia,2020-03-23,2.09,1.71,2.45
Virginia,2020-03-24,2.0,1.68,2.34
Virginia,2020-03-25,1.93,1.6500000000000001,2.24
Virginia,2020-03-26,1.82,1.56,2.09
Virginia,2020-03-27,1.7,1.47,1.96
Virginia,2020-03-28,1.6600000000000001,1.44,1.8900000000000001
Virginia,2020-03-29,1.6300000000000001,1.42,1.83
Virginia,2020-03-30,1.55,1.36,1.75
Virginia,2020-03-31,1.58,1.41,1.77
Virginia,2020-04-01,1.57,1.41,1.75
Virginia,2020-04-02,1.54,1.3800000000000001,1.69
Virginia,2020-04-03,1.5,1.36,1.6600000000000001
Virginia,2020-04-04,1.45,1.32,1.6
Virginia,2020-04-05,1.3900000000000001,1.26,1.53
Virginia,2020-04-06,1.35,1.22,1.47
Virginia,2020-04-07,1.3,1.18,1.43
Virginia,2020-04-08,1.28,1.16,1.4000000000000001
Virginia,2020-04-09,1.25,1.1400000000000001,1.37
Virginia,2020-04-10,1.24,1.12,1.34
Virginia,2020-04-11,1.19,1.08,1.3
Virginia,2020-04-12,1.16,1.05,1.27
Virginia,2020-04-13,1.11,1.0,1.21
Virginia,2020-04-14,1.06,0.96,1.17
Virginia,2020-04-15,0.99,0.89,1.1
Washington,2020-02-21,2.0,0.34,6.43
Washington,2020-02-22,1.8800000000000001,0.38,5.01
Washington,2020-02-23,2.17,0.51,4.99
Washington,2020-02-24,1.96,0.5,4.24
Washington,2020-02-25,1.83,0.46,3.79
Washington,2020-02-26,1.73,0.46,3.52
Washington,2020-02-27,1.84,0.55,3.5300000000000002
Washington,2020-02-28,2.07,0.27,3.73
Washington,2020-02-29,2.38,0.74,3.91
Washington,2020-03-01,2.39,1.0,3.7
Washington,2020-03-02,2.54,1.4000000000000001,3.63
Washington,2020-03-03,2.46,1.52,3.38
Washington,2020-03-04,2.35,1.57,3.14
Washington,2020-03-05,2.16,1.49,2.85
Washington,2020-03-06,2.04,1.44,2.63
Washington,2020-03-07,2.08,1.55,2.59
Washington,2020-03-08,2.05,1.59,2.5
Washington,2020-03-09,2.02,1.62,2.42
Washington,2020-03-10,1.98,1.6300000000000001,2.34
Washington,2020-03-11,1.8800000000000001,1.57,2.21
Washington,2020-03-12,1.76,1.47,2.05
Washington,2020-03-13,1.6600000000000001,1.4000000000000001,1.94
Washington,2020-03-14,1.53,1.28,1.78
Washington,2020-03-15,1.45,1.22,1.69
Washington,2020-03-16,1.41,1.19,1.6400000000000001
Washington,2020-03-17,1.3900000000000001,1.18,1.61
Washington,2020-03-18,1.42,1.23,1.6400000000000001
Washington,2020-03-19,1.46,1.28,1.67
Washington,2020-03-20,1.48,1.3,1.6600000000000001
Washington,2020-03-21,1.52,1.35,1.69
Washington,2020-03-22,1.48,1.32,1.6400000000000001
Washington,2020-03-23,1.5,1.35,1.6500000000000001
Washington,2020-03-24,1.53,1.3900000000000001,1.67
Washington,2020-03-25,1.55,1.41,1.67
Washington,2020-03-26,1.58,1.46,1.71
Washington,2020-03-27,1.53,1.42,1.6500000000000001
Washington,2020-03-28,1.41,1.3,1.52
Washington,2020-03-29,1.31,1.2,1.41
Washington,2020-03-30,1.21,1.11,1.32
Washington,2020-03-31,1.12,1.02,1.22
Washington,2020-04-01,1.09,0.99,1.19
Washington,2020-04-02,1.05,0.9500000000000001,1.1500000000000001
Washington,2020-04-03,1.04,0.9400000000000001,1.1400000000000001
Washington,2020-04-04,1.04,0.9500000000000001,1.1500000000000001
Washington,2020-04-05,1.04,0.9500000000000001,1.1500000000000001
Washington,2020-04-06,1.01,0.92,1.12
Washington,2020-04-07,1.0,0.91,1.11
Washington,2020-04-08,0.9400000000000001,0.84,1.04
Washington,2020-04-09,0.85,0.75,0.9500000000000001
Washington,2020-04-10,0.76,0.66,0.87
Washington,2020-04-11,0.68,0.58,0.8
Washington,2020-04-12,0.62,0.51,0.74
Washington,2020-04-13,0.58,0.47000000000000003,0.71
Washington,2020-04-14,0.51,0.38,0.63
Washington,2020-04-15,0.42,0.29,0.56
West Virginia,2020-03-17,2.0,0.34,6.43
West Virginia,2020-03-18,1.96,0.5,4.24
West Virginia,2020-03-19,1.8900000000000001,0.54,3.62
West Virginia,2020-03-20,1.68,0.53,3.14
West Virginia,2020-03-21,1.8900000000000001,0.74,3.21
West Virginia,2020-03-22,2.04,0.96,3.18
West Virginia,2020-03-23,2.17,1.22,3.15
West Virginia,2020-03-24,2.21,1.35,3.0700000000000003
West Virginia,2020-03-25,2.15,1.41,2.9
West Virginia,2020-03-26,1.95,1.28,2.6
West Virginia,2020-03-27,1.81,1.2,2.39
West Virginia,2020-03-28,1.6,1.05,2.16
West Virginia,2020-03-29,1.47,0.9500000000000001,2.0
West Virginia,2020-03-30,1.35,0.86,1.86
West Virginia,2020-03-31,1.28,0.81,1.78
West Virginia,2020-04-01,1.25,0.79,1.73
West Virginia,2020-04-02,1.3,0.85,1.75
West Virginia,2020-04-03,1.3,0.87,1.74
West Virginia,2020-04-04,1.3900000000000001,0.99,1.82
West Virginia,2020-04-05,1.46,1.07,1.85
West Virginia,2020-04-06,1.48,1.12,1.86
West Virginia,2020-04-07,1.44,1.1,1.8
West Virginia,2020-04-08,1.36,1.03,1.7
West Virginia,2020-04-09,1.23,0.91,1.56
West Virginia,2020-04-10,1.1400000000000001,0.8300000000000001,1.47
West Virginia,2020-04-11,1.03,0.72,1.36
West Virginia,2020-04-12,0.93,0.61,1.25
West Virginia,2020-04-13,0.87,0.54,1.19
West Virginia,2020-04-14,0.85,0.52,1.18
West Virginia,2020-04-15,0.8300000000000001,0.5,1.18
Wisconsin,2020-03-08,2.0,0.34,6.43
Wisconsin,2020-03-09,2.35,0.48,5.72
Wisconsin,2020-03-10,2.87,0.85,5.46
Wisconsin,2020-03-11,3.0300000000000002,1.19,4.94
Wisconsin,2020-03-12,2.7800000000000002,1.33,4.3
Wisconsin,2020-03-13,2.63,1.43,3.85
Wisconsin,2020-03-14,2.49,1.48,3.48
Wisconsin,2020-03-15,2.45,1.58,3.3200000000000003
Wisconsin,2020-03-16,2.49,1.75,3.19
Wisconsin,2020-03-17,2.43,1.83,3.04
Wisconsin,2020-03-18,2.35,1.83,2.85
Wisconsin,2020-03-19,2.3000000000000003,1.87,2.74
Wisconsin,2020-03-20,2.1,1.73,2.49
Wisconsin,2020-03-21,1.92,1.59,2.27
Wisconsin,2020-03-22,1.8,1.5,2.11
Wisconsin,2020-03-23,1.69,1.41,1.97
Wisconsin,2020-03-24,1.6600000000000001,1.41,1.93
Wisconsin,2020-03-25,1.61,1.3800000000000001,1.86
Wisconsin,2020-03-26,1.51,1.29,1.74
Wisconsin,2020-03-27,1.45,1.25,1.68
Wisconsin,2020-03-28,1.36,1.16,1.57
Wisconsin,2020-03-29,1.28,1.08,1.47
Wisconsin,2020-03-30,1.24,1.05,1.43
Wisconsin,2020-03-31,1.21,1.02,1.3900000000000001
Wisconsin,2020-04-01,1.2,1.02,1.3800000000000001
Wisconsin,2020-04-02,1.21,1.03,1.3800000000000001
Wisconsin,2020-04-03,1.19,1.03,1.3800000000000001
Wisconsin,2020-04-04,1.2,1.04,1.3800000000000001
Wisconsin,2020-04-05,1.17,1.01,1.34
Wisconsin,2020-04-06,1.1300000000000001,0.97,1.3
Wisconsin,2020-04-07,1.07,0.91,1.23
Wisconsin,2020-04-08,1.0,0.84,1.16
Wisconsin,2020-04-09,0.9500000000000001,0.78,1.1
Wisconsin,2020-04-10,0.9,0.74,1.07
Wisconsin,2020-04-11,0.87,0.7000000000000001,1.03
Wisconsin,2020-04-12,0.86,0.6900000000000001,1.03
Wisconsin,2020-04-13,0.87,0.6900000000000001,1.03
Wisconsin,2020-04-14,0.87,0.7000000000000001,1.05
Wisconsin,2020-04-15,0.9,0.72,1.07
Wyoming,2020-03-11,2.0,0.34,6.43
Wyoming,2020-03-12,1.8800000000000001,0.38,5.01
Wyoming,2020-03-13,2.17,0.51,4.99
Wyoming,2020-03-14,2.64,0.79,4.99
Wyoming,2020-03-15,2.4,0.77,4.2
Wyoming,2020-03-16,2.21,0.8300000000000001,3.7800000000000002
Wyoming,2020-03-17,2.07,0.8200000000000001,3.41
Wyoming,2020-03-18,1.83,0.44,3.13
Wyoming,2020-03-19,1.58,0.31,2.77
Wyoming,2020-03-20,1.31,0.17,2.43
Wyoming,2020-03-21,1.2,0.12,2.27
Wyoming,2020-03-22,1.28,0.19,2.35
Wyoming,2020-03-23,1.42,0.34,2.49
Wyoming,2020-03-24,1.59,0.55,2.6
Wyoming,2020-03-25,1.75,0.8,2.68
Wyoming,2020-03-26,1.78,0.92,2.63
Wyoming,2020-03-27,1.69,0.91,2.48
Wyoming,2020-03-28,1.59,0.87,2.33
Wyoming,2020-03-29,1.51,0.84,2.21
Wyoming,2020-03-30,1.45,0.81,2.1
Wyoming,2020-03-31,1.3800000000000001,0.77,2.0
Wyoming,2020-04-01,1.33,0.74,1.92
Wyoming,2020-04-02,1.3,0.74,1.8800000000000001
Wyoming,2020-04-03,1.26,0.71,1.81
Wyoming,2020-04-04,1.17,0.64,1.72
Wyoming,2020-04-05,1.09,0.5700000000000001,1.6400000000000001
Wyoming,2020-04-06,0.96,0.44,1.51
Wyoming,2020-04-07,0.87,0.33,1.41
Wyoming,2020-04-08,0.76,0.22,1.32
Wyoming,2020-04-09,0.71,0.16,1.28
Wyoming,2020-04-10,0.68,0.12,1.26
Wyoming,2020-04-11,0.71,0.12,1.3
Wyoming,2020-04-12,0.68,0.09,1.29
Wyoming,2020-04-13,0.75,0.12,1.3800000000000001
Wyoming,2020-04-14,0.73,0.1,1.3800000000000001
Wyoming,2020-04-15,0.74,0.09,1.4000000000000001
