date,state,fips,cases
2020-03-10,Cyprus,0,2
2020-03-12,Cyprus,0,6
2020-03-14,Cyprus,0,14
2020-03-15,Cyprus,0,21
2020-03-16,Cyprus,0,30
2020-03-17,Cyprus,0,40
2020-03-18,Cyprus,0,40
2020-03-19,Cyprus,0,58
2020-03-20,Cyprus,0,58
2020-03-21,Cyprus,0,67
2020-03-22,Cyprus,0,84
2020-03-23,Cyprus,0,95
2020-03-24,Cyprus,0,116
2020-03-25,Cyprus,0,124
2020-03-26,Cyprus,0,132
2020-03-27,Cyprus,0,146
2020-03-28,Cyprus,0,162
2020-03-29,Cyprus,0,179
2020-03-30,Cyprus,0,214
2020-03-31,Cyprus,0,230
2020-04-01,Cyprus,0,262
2020-04-02,Cyprus,0,320
2020-04-03,Cyprus,0,356
2020-04-04,Cyprus,0,396
2020-04-05,Cyprus,0,426
2020-04-06,Cyprus,0,446
2020-04-07,Cyprus,0,465
2020-04-08,Cyprus,0,494
2020-04-09,Cyprus,0,526
2020-04-10,Cyprus,0,564
2020-04-11,Cyprus,0,595
2020-04-12,Cyprus,0,616
2020-04-13,Cyprus,0,633
2020-04-14,Cyprus,0,662
2020-04-15,Cyprus,0,695
2020-04-16,Cyprus,0,715
2020-04-17,Cyprus,0,735
2019-12-31,Czechia,0,0
2020-01-01,Czechia,0,0
2020-01-02,Czechia,0,0
2020-01-03,Czechia,0,0
2020-01-04,Czechia,0,0
2020-01-05,Czechia,0,0
2020-01-06,Czechia,0,0
2020-01-07,Czechia,0,0
2020-01-08,Czechia,0,0
2020-01-09,Czechia,0,0
2020-01-10,Czechia,0,0
2020-01-11,Czechia,0,0
2020-01-12,Czechia,0,0
2020-01-13,Czechia,0,0
2020-01-14,Czechia,0,0
2020-01-15,Czechia,0,0
2020-01-16,Czechia,0,0
2020-01-17,Czechia,0,0
2020-01-18,Czechia,0,0
2020-01-19,Czechia,0,0
2020-01-20,Czechia,0,0
2020-01-21,Czechia,0,0
2020-01-22,Czechia,0,0
2020-01-23,Czechia,0,0
2020-01-24,Czechia,0,0
2020-01-25,Czechia,0,0
2020-01-26,Czechia,0,0
2020-01-27,Czechia,0,0
2020-01-28,Czechia,0,0
2020-01-29,Czechia,0,0
2020-01-30,Czechia,0,0
2020-01-31,Czechia,0,0
2020-02-01,Czechia,0,0
2020-02-02,Czechia,0,0
2020-02-03,Czechia,0,0
2020-02-04,Czechia,0,0
2020-02-05,Czechia,0,0
2020-02-06,Czechia,0,0
2020-02-07,Czechia,0,0
2020-02-08,Czechia,0,0
2020-02-09,Czechia,0,0
2020-02-10,Czechia,0,0
2020-02-11,Czechia,0,0
2020-02-12,Czechia,0,0
2020-02-13,Czechia,0,0
2020-02-14,Czechia,0,0
2020-02-15,Czechia,0,0
2020-02-16,Czechia,0,0
2020-02-17,Czechia,0,0
2020-02-18,Czechia,0,0
2020-02-19,Czechia,0,0
2020-02-20,Czechia,0,0
2020-02-21,Czechia,0,0
2020-02-22,Czechia,0,0
2020-02-23,Czechia,0,0
2020-02-24,Czechia,0,0
2020-02-25,Czechia,0,0
2020-02-26,Czechia,0,0
2020-02-27,Czechia,0,0
2020-02-28,Czechia,0,0
2020-02-29,Czechia,0,0
2020-03-01,Czechia,0,0
2020-03-02,Czechia,0,3
2020-03-03,Czechia,0,5
2020-03-04,Czechia,0,5
2020-03-05,Czechia,0,8
2020-03-06,Czechia,0,12
2020-03-07,Czechia,0,19
2020-03-08,Czechia,0,26
2020-03-09,Czechia,0,32
2020-03-10,Czechia,0,40
2020-03-11,Czechia,0,63
2020-03-12,Czechia,0,94
2020-03-13,Czechia,0,116
2020-03-14,Czechia,0,150
2020-03-15,Czechia,0,214
2020-03-16,Czechia,0,298
2020-03-17,Czechia,0,344
2020-03-18,Czechia,0,434
2020-03-19,Czechia,0,522
2020-03-20,Czechia,0,694
2020-03-21,Czechia,0,904
2020-03-22,Czechia,0,995
2020-03-23,Czechia,0,1165
2020-03-24,Czechia,0,1236
2020-03-25,Czechia,0,1394
2020-03-26,Czechia,0,1654
2020-03-27,Czechia,0,2062
2020-03-28,Czechia,0,2279
2020-03-29,Czechia,0,2663
2020-03-30,Czechia,0,2829
2020-03-31,Czechia,0,3002
2020-04-01,Czechia,0,3308
2020-04-02,Czechia,0,3589
2020-04-03,Czechia,0,3858
2020-04-04,Czechia,0,4190
2020-04-05,Czechia,0,4472
2020-04-06,Czechia,0,4587
2020-04-07,Czechia,0,4822
2020-04-08,Czechia,0,5017
2020-04-09,Czechia,0,5312
2020-04-10,Czechia,0,5569
2020-04-11,Czechia,0,5732
2020-04-12,Czechia,0,5902
2020-04-13,Czechia,0,5991
2020-04-14,Czechia,0,6059
2020-04-15,Czechia,0,6141
2020-04-16,Czechia,0,6303
2020-04-17,Czechia,0,6433
2020-03-03,Portugal,0,2
2020-03-04,Portugal,0,4
2020-03-05,Portugal,0,5
2020-03-06,Portugal,0,9
2020-03-07,Portugal,0,13
2020-03-08,Portugal,0,21
2020-03-09,Portugal,0,30
2020-03-10,Portugal,0,39
2020-03-11,Portugal,0,41
2020-03-12,Portugal,0,59
2020-03-13,Portugal,0,78
2020-03-14,Portugal,0,112
2020-03-15,Portugal,0,169
2020-03-16,Portugal,0,245
2020-03-17,Portugal,0,331
2020-03-18,Portugal,0,448
2020-03-19,Portugal,0,642
2020-03-20,Portugal,0,785
2020-03-21,Portugal,0,1020
2020-03-22,Portugal,0,1280
2020-03-23,Portugal,0,1600
2020-03-24,Portugal,0,2060
2020-03-25,Portugal,0,2362
2020-03-26,Portugal,0,2995
2020-03-27,Portugal,0,3544
2020-03-28,Portugal,0,4268
2020-03-29,Portugal,0,5170
2020-03-30,Portugal,0,5962
2020-03-31,Portugal,0,6408
2020-04-01,Portugal,0,7443
2020-04-02,Portugal,0,8251
2020-04-03,Portugal,0,9034
2020-04-04,Portugal,0,9886
2020-04-05,Portugal,0,10524
2020-04-06,Portugal,0,11278
2020-04-07,Portugal,0,11730
2020-04-08,Portugal,0,12442
2020-04-09,Portugal,0,13141
2020-04-10,Portugal,0,13956
2020-04-11,Portugal,0,15472
2020-04-12,Portugal,0,15987
2020-04-13,Portugal,0,16585
2020-04-14,Portugal,0,16934
2020-04-15,Portugal,0,17448
2020-04-16,Portugal,0,18091
2020-04-17,Portugal,0,18841
2020-03-08,Malta,0,3
2020-03-10,Malta,0,4
2020-03-12,Malta,0,6
2020-03-13,Malta,0,9
2020-03-14,Malta,0,12
2020-03-15,Malta,0,18
2020-03-16,Malta,0,21
2020-03-17,Malta,0,30
2020-03-18,Malta,0,38
2020-03-19,Malta,0,48
2020-03-20,Malta,0,53
2020-03-21,Malta,0,64
2020-03-22,Malta,0,73
2020-03-23,Malta,0,90
2020-03-24,Malta,0,107
2020-03-25,Malta,0,120
2020-03-26,Malta,0,129
2020-03-27,Malta,0,134
2020-03-28,Malta,0,139
2020-03-29,Malta,0,149
2020-03-30,Malta,0,151
2020-03-31,Malta,0,156
2020-04-01,Malta,0,167
2020-04-02,Malta,0,188
2020-04-03,Malta,0,195
2020-04-04,Malta,0,202
2020-04-05,Malta,0,213
2020-04-06,Malta,0,234
2020-04-07,Malta,0,241
2020-04-08,Malta,0,293
2020-04-09,Malta,0,299
2020-04-10,Malta,0,337
2020-04-11,Malta,0,350
2020-04-12,Malta,0,370
2020-04-13,Malta,0,378
2020-04-14,Malta,0,384
2020-04-15,Malta,0,393
2020-04-16,Malta,0,399
2020-04-17,Malta,0,412
2019-12-31,Greece,0,0
2020-01-01,Greece,0,0
2020-01-02,Greece,0,0
2020-01-03,Greece,0,0
2020-01-04,Greece,0,0
2020-01-05,Greece,0,0
2020-01-06,Greece,0,0
2020-01-07,Greece,0,0
2020-01-08,Greece,0,0
2020-01-09,Greece,0,0
2020-01-10,Greece,0,0
2020-01-11,Greece,0,0
2020-01-12,Greece,0,0
2020-01-13,Greece,0,0
2020-01-14,Greece,0,0
2020-01-15,Greece,0,0
2020-01-16,Greece,0,0
2020-01-17,Greece,0,0
2020-01-18,Greece,0,0
2020-01-19,Greece,0,0
2020-01-20,Greece,0,0
2020-01-21,Greece,0,0
2020-01-22,Greece,0,0
2020-01-23,Greece,0,0
2020-01-24,Greece,0,0
2020-01-25,Greece,0,0
2020-01-26,Greece,0,0
2020-01-27,Greece,0,0
2020-01-28,Greece,0,0
2020-01-29,Greece,0,0
2020-01-30,Greece,0,0
2020-01-31,Greece,0,0
2020-02-01,Greece,0,0
2020-02-02,Greece,0,0
2020-02-03,Greece,0,0
2020-02-04,Greece,0,0
2020-02-05,Greece,0,0
2020-02-06,Greece,0,0
2020-02-07,Greece,0,0
2020-02-08,Greece,0,0
2020-02-09,Greece,0,0
2020-02-10,Greece,0,0
2020-02-11,Greece,0,0
2020-02-12,Greece,0,0
2020-02-13,Greece,0,0
2020-02-14,Greece,0,0
2020-02-15,Greece,0,0
2020-02-16,Greece,0,0
2020-02-17,Greece,0,0
2020-02-18,Greece,0,0
2020-02-19,Greece,0,0
2020-02-20,Greece,0,0
2020-02-21,Greece,0,0
2020-02-22,Greece,0,0
2020-02-23,Greece,0,0
2020-02-24,Greece,0,0
2020-02-25,Greece,0,0
2020-02-26,Greece,0,0
2020-02-27,Greece,0,1
2020-02-28,Greece,0,3
2020-02-29,Greece,0,4
2020-03-01,Greece,0,7
2020-03-02,Greece,0,7
2020-03-05,Greece,0,10
2020-03-06,Greece,0,32
2020-03-07,Greece,0,45
2020-03-08,Greece,0,66
2020-03-09,Greece,0,73
2020-03-10,Greece,0,84
2020-03-11,Greece,0,90
2020-03-12,Greece,0,99
2020-03-13,Greece,0,133
2020-03-14,Greece,0,190
2020-03-15,Greece,0,228
2020-03-16,Greece,0,331
2020-03-17,Greece,0,352
2020-03-18,Greece,0,387
2020-03-19,Greece,0,418
2020-03-20,Greece,0,464
2020-03-21,Greece,0,495
2020-03-22,Greece,0,530
2020-03-23,Greece,0,624
2020-03-24,Greece,0,695
2020-03-25,Greece,0,743
2020-03-26,Greece,0,821
2020-03-27,Greece,0,892
2020-03-28,Greece,0,966
2020-03-29,Greece,0,1061
2020-03-30,Greece,0,1156
2020-03-31,Greece,0,1212
2020-04-01,Greece,0,1314
2020-04-02,Greece,0,1375
2020-04-03,Greece,0,1514
2020-04-04,Greece,0,1613
2020-04-05,Greece,0,1673
2020-04-06,Greece,0,1735
2020-04-07,Greece,0,1755
2020-04-08,Greece,0,1832
2020-04-09,Greece,0,1884
2020-04-10,Greece,0,1955
2020-04-11,Greece,0,2011
2020-04-12,Greece,0,2081
2020-04-13,Greece,0,2114
2020-04-14,Greece,0,2145
2020-04-15,Greece,0,2170
2020-04-16,Greece,0,2192
2020-04-17,Greece,0,2207
2019-12-31,Austria,0,0
2020-01-01,Austria,0,0
2020-01-02,Austria,0,0
2020-01-03,Austria,0,0
2020-01-04,Austria,0,0
2020-01-05,Austria,0,0
2020-01-06,Austria,0,0
2020-01-07,Austria,0,0
2020-01-08,Austria,0,0
2020-01-09,Austria,0,0
2020-01-10,Austria,0,0
2020-01-11,Austria,0,0
2020-01-12,Austria,0,0
2020-01-13,Austria,0,0
2020-01-14,Austria,0,0
2020-01-15,Austria,0,0
2020-01-16,Austria,0,0
2020-01-17,Austria,0,0
2020-01-18,Austria,0,0
2020-01-19,Austria,0,0
2020-01-20,Austria,0,0
2020-01-21,Austria,0,0
2020-01-22,Austria,0,0
2020-01-23,Austria,0,0
2020-01-24,Austria,0,0
2020-01-25,Austria,0,0
2020-01-26,Austria,0,0
2020-01-27,Austria,0,0
2020-01-28,Austria,0,0
2020-01-29,Austria,0,0
2020-01-30,Austria,0,0
2020-01-31,Austria,0,0
2020-02-01,Austria,0,0
2020-02-02,Austria,0,0
2020-02-03,Austria,0,0
2020-02-04,Austria,0,0
2020-02-05,Austria,0,0
2020-02-06,Austria,0,0
2020-02-07,Austria,0,0
2020-02-08,Austria,0,0
2020-02-09,Austria,0,0
2020-02-10,Austria,0,0
2020-02-11,Austria,0,0
2020-02-12,Austria,0,0
2020-02-13,Austria,0,0
2020-02-14,Austria,0,0
2020-02-15,Austria,0,0
2020-02-16,Austria,0,0
2020-02-17,Austria,0,0
2020-02-18,Austria,0,0
2020-02-19,Austria,0,0
2020-02-20,Austria,0,0
2020-02-21,Austria,0,0
2020-02-22,Austria,0,0
2020-02-23,Austria,0,0
2020-02-24,Austria,0,0
2020-02-25,Austria,0,0
2020-02-26,Austria,0,2
2020-02-27,Austria,0,2
2020-02-28,Austria,0,5
2020-02-29,Austria,0,7
2020-03-01,Austria,0,10
2020-03-02,Austria,0,14
2020-03-03,Austria,0,18
2020-03-04,Austria,0,24
2020-03-05,Austria,0,29
2020-03-06,Austria,0,41
2020-03-07,Austria,0,74
2020-03-08,Austria,0,99
2020-03-09,Austria,0,102
2020-03-10,Austria,0,131
2020-03-11,Austria,0,182
2020-03-12,Austria,0,246
2020-03-13,Austria,0,361
2020-03-14,Austria,0,504
2020-03-15,Austria,0,655
2020-03-16,Austria,0,860
2020-03-17,Austria,0,1016
2020-03-18,Austria,0,1332
2020-03-19,Austria,0,1646
2020-03-20,Austria,0,2196
2020-03-21,Austria,0,2649
2020-03-22,Austria,0,3024
2020-03-23,Austria,0,3631
2020-03-24,Austria,0,4486
2020-03-25,Austria,0,5282
2020-03-26,Austria,0,5888
2020-03-27,Austria,0,7029
2020-03-28,Austria,0,7697
2020-03-29,Austria,0,8291
2020-03-30,Austria,0,8813
2020-03-31,Austria,0,9618
2020-04-01,Austria,0,10182
2020-04-02,Austria,0,10711
2020-04-03,Austria,0,11129
2020-04-04,Austria,0,11525
2020-04-05,Austria,0,11766
2020-04-06,Austria,0,11983
2020-04-07,Austria,0,12297
2020-04-08,Austria,0,12640
2020-04-09,Austria,0,12969
2020-04-10,Austria,0,13248
2020-04-11,Austria,0,13560
2020-04-12,Austria,0,13807
2020-04-13,Austria,0,13937
2020-04-14,Austria,0,14043
2020-04-15,Austria,0,14234
2020-04-16,Austria,0,14370
2020-04-17,Austria,0,14448
2020-03-03,Latvia,0,1
2020-03-08,Latvia,0,2
2020-03-09,Latvia,0,3
2020-03-10,Latvia,0,6
2020-03-11,Latvia,0,8
2020-03-12,Latvia,0,10
2020-03-13,Latvia,0,16
2020-03-14,Latvia,0,19
2020-03-15,Latvia,0,26
2020-03-16,Latvia,0,31
2020-03-17,Latvia,0,36
2020-03-18,Latvia,0,61
2020-03-19,Latvia,0,71
2020-03-20,Latvia,0,86
2020-03-21,Latvia,0,111
2020-03-22,Latvia,0,124
2020-03-23,Latvia,0,139
2020-03-24,Latvia,0,180
2020-03-25,Latvia,0,197
2020-03-26,Latvia,0,221
2020-03-27,Latvia,0,244
2020-03-28,Latvia,0,280
2020-03-29,Latvia,0,305
2020-03-30,Latvia,0,376
2020-03-31,Latvia,0,376
2020-04-01,Latvia,0,398
2020-04-02,Latvia,0,446
2020-04-03,Latvia,0,458
2020-04-04,Latvia,0,493
2020-04-05,Latvia,0,509
2020-04-06,Latvia,0,533
2020-04-07,Latvia,0,542
2020-04-08,Latvia,0,548
2020-04-09,Latvia,0,577
2020-04-10,Latvia,0,589
2020-04-11,Latvia,0,612
2020-04-12,Latvia,0,630
2020-04-13,Latvia,0,651
2020-04-14,Latvia,0,655
2020-04-15,Latvia,0,657
2020-04-16,Latvia,0,666
2020-04-17,Latvia,0,675
2019-12-31,Netherlands,0,0
2020-01-01,Netherlands,0,0
2020-01-02,Netherlands,0,0
2020-01-03,Netherlands,0,0
2020-01-04,Netherlands,0,0
2020-01-05,Netherlands,0,0
2020-01-06,Netherlands,0,0
2020-01-07,Netherlands,0,0
2020-01-08,Netherlands,0,0
2020-01-09,Netherlands,0,0
2020-01-10,Netherlands,0,0
2020-01-11,Netherlands,0,0
2020-01-12,Netherlands,0,0
2020-01-13,Netherlands,0,0
2020-01-14,Netherlands,0,0
2020-01-15,Netherlands,0,0
2020-01-16,Netherlands,0,0
2020-01-17,Netherlands,0,0
2020-01-18,Netherlands,0,0
2020-01-19,Netherlands,0,0
2020-01-20,Netherlands,0,0
2020-01-21,Netherlands,0,0
2020-01-22,Netherlands,0,0
2020-01-23,Netherlands,0,0
2020-01-24,Netherlands,0,0
2020-01-25,Netherlands,0,0
2020-01-26,Netherlands,0,0
2020-01-27,Netherlands,0,0
2020-01-28,Netherlands,0,0
2020-01-29,Netherlands,0,0
2020-01-30,Netherlands,0,0
2020-01-31,Netherlands,0,0
2020-02-01,Netherlands,0,0
2020-02-02,Netherlands,0,0
2020-02-03,Netherlands,0,0
2020-02-04,Netherlands,0,0
2020-02-05,Netherlands,0,0
2020-02-06,Netherlands,0,0
2020-02-07,Netherlands,0,0
2020-02-08,Netherlands,0,0
2020-02-09,Netherlands,0,0
2020-02-10,Netherlands,0,0
2020-02-11,Netherlands,0,0
2020-02-12,Netherlands,0,0
2020-02-13,Netherlands,0,0
2020-02-14,Netherlands,0,0
2020-02-15,Netherlands,0,0
2020-02-16,Netherlands,0,0
2020-02-17,Netherlands,0,0
2020-02-18,Netherlands,0,0
2020-02-19,Netherlands,0,0
2020-02-20,Netherlands,0,0
2020-02-21,Netherlands,0,0
2020-02-22,Netherlands,0,0
2020-02-23,Netherlands,0,0
2020-02-24,Netherlands,0,0
2020-02-25,Netherlands,0,0
2020-02-26,Netherlands,0,0
2020-02-27,Netherlands,0,0
2020-02-28,Netherlands,0,1
2020-02-29,Netherlands,0,2
2020-03-01,Netherlands,0,7
2020-03-02,Netherlands,0,13
2020-03-03,Netherlands,0,18
2020-03-04,Netherlands,0,28
2020-03-05,Netherlands,0,38
2020-03-06,Netherlands,0,82
2020-03-07,Netherlands,0,128
2020-03-08,Netherlands,0,188
2020-03-09,Netherlands,0,265
2020-03-10,Netherlands,0,321
2020-03-11,Netherlands,0,382
2020-03-12,Netherlands,0,503
2020-03-13,Netherlands,0,614
2020-03-14,Netherlands,0,804
2020-03-15,Netherlands,0,959
2020-03-16,Netherlands,0,1135
2020-03-17,Netherlands,0,1413
2020-03-18,Netherlands,0,1705
2020-03-19,Netherlands,0,2051
2020-03-20,Netherlands,0,2460
2020-03-21,Netherlands,0,2994
2020-03-22,Netherlands,0,3631
2020-03-23,Netherlands,0,4204
2020-03-24,Netherlands,0,4749
2020-03-25,Netherlands,0,5560
2020-03-26,Netherlands,0,6412
2020-03-27,Netherlands,0,7431
2020-03-28,Netherlands,0,8603
2020-03-29,Netherlands,0,9762
2020-03-30,Netherlands,0,10866
2020-03-31,Netherlands,0,11750
2020-04-01,Netherlands,0,12595
2020-04-02,Netherlands,0,13614
2020-04-03,Netherlands,0,14697
2020-04-04,Netherlands,0,15723
2020-04-05,Netherlands,0,16627
2020-04-06,Netherlands,0,17851
2020-04-07,Netherlands,0,18803
2020-04-08,Netherlands,0,19580
2020-04-09,Netherlands,0,20549
2020-04-10,Netherlands,0,21762
2020-04-11,Netherlands,0,23097
2020-04-12,Netherlands,0,24413
2020-04-13,Netherlands,0,25587
2020-04-14,Netherlands,0,26551
2020-04-15,Netherlands,0,27419
2020-04-16,Netherlands,0,28153
2020-04-17,Netherlands,0,29214
2019-12-31,Sweden,0,0
2020-01-01,Sweden,0,0
2020-01-02,Sweden,0,0
2020-01-03,Sweden,0,0
2020-01-04,Sweden,0,0
2020-01-05,Sweden,0,0
2020-01-06,Sweden,0,0
2020-01-07,Sweden,0,0
2020-01-08,Sweden,0,0
2020-01-09,Sweden,0,0
2020-01-10,Sweden,0,0
2020-01-11,Sweden,0,0
2020-01-12,Sweden,0,0
2020-01-13,Sweden,0,0
2020-01-14,Sweden,0,0
2020-01-15,Sweden,0,0
2020-01-16,Sweden,0,0
2020-01-17,Sweden,0,0
2020-01-18,Sweden,0,0
2020-01-19,Sweden,0,0
2020-01-20,Sweden,0,0
2020-01-21,Sweden,0,0
2020-01-22,Sweden,0,0
2020-01-23,Sweden,0,0
2020-01-24,Sweden,0,0
2020-01-25,Sweden,0,0
2020-01-26,Sweden,0,0
2020-01-27,Sweden,0,0
2020-01-28,Sweden,0,0
2020-01-29,Sweden,0,0
2020-01-30,Sweden,0,0
2020-01-31,Sweden,0,0
2020-02-01,Sweden,0,1
2020-02-02,Sweden,0,1
2020-02-03,Sweden,0,1
2020-02-04,Sweden,0,1
2020-02-05,Sweden,0,1
2020-02-06,Sweden,0,1
2020-02-07,Sweden,0,1
2020-02-08,Sweden,0,1
2020-02-09,Sweden,0,1
2020-02-10,Sweden,0,1
2020-02-11,Sweden,0,1
2020-02-12,Sweden,0,1
2020-02-13,Sweden,0,1
2020-02-14,Sweden,0,1
2020-02-15,Sweden,0,1
2020-02-16,Sweden,0,1
2020-02-17,Sweden,0,1
2020-02-18,Sweden,0,1
2020-02-19,Sweden,0,1
2020-02-20,Sweden,0,1
2020-02-21,Sweden,0,1
2020-02-22,Sweden,0,1
2020-02-23,Sweden,0,1
2020-02-24,Sweden,0,1
2020-02-25,Sweden,0,1
2020-02-26,Sweden,0,1
2020-02-27,Sweden,0,2
2020-02-28,Sweden,0,7
2020-02-29,Sweden,0,12
2020-03-01,Sweden,0,13
2020-03-02,Sweden,0,14
2020-03-03,Sweden,0,15
2020-03-04,Sweden,0,24
2020-03-05,Sweden,0,35
2020-03-06,Sweden,0,61
2020-03-07,Sweden,0,137
2020-03-08,Sweden,0,161
2020-03-09,Sweden,0,203
2020-03-10,Sweden,0,248
2020-03-11,Sweden,0,326
2020-03-12,Sweden,0,462
2020-03-13,Sweden,0,620
2020-03-14,Sweden,0,775
2020-03-15,Sweden,0,924
2020-03-16,Sweden,0,1032
2020-03-17,Sweden,0,1121
2020-03-18,Sweden,0,1167
2020-03-19,Sweden,0,1301
2020-03-20,Sweden,0,1423
2020-03-21,Sweden,0,1623
2020-03-22,Sweden,0,1746
2020-03-23,Sweden,0,1906
2020-03-24,Sweden,0,2016
2020-03-25,Sweden,0,2272
2020-03-26,Sweden,0,2510
2020-03-27,Sweden,0,2806
2020-03-28,Sweden,0,3046
2020-03-29,Sweden,0,3447
2020-03-30,Sweden,0,3700
2020-03-31,Sweden,0,4028
2020-04-01,Sweden,0,4435
2020-04-02,Sweden,0,4947
2020-04-03,Sweden,0,5466
2020-04-04,Sweden,0,6078
2020-04-05,Sweden,0,6443
2020-04-06,Sweden,0,6830
2020-04-07,Sweden,0,7206
2020-04-08,Sweden,0,7693
2020-04-09,Sweden,0,8419
2020-04-10,Sweden,0,9141
2020-04-11,Sweden,0,9685
2020-04-12,Sweden,0,10151
2020-04-13,Sweden,0,10483
2020-04-14,Sweden,0,10948
2020-04-15,Sweden,0,11445
2020-04-16,Sweden,0,11927
2020-04-17,Sweden,0,12540
2019-12-31,Ireland,0,0
2020-01-01,Ireland,0,0
2020-01-02,Ireland,0,0
2020-01-03,Ireland,0,0
2020-01-04,Ireland,0,0
2020-01-05,Ireland,0,0
2020-01-06,Ireland,0,0
2020-01-07,Ireland,0,0
2020-01-08,Ireland,0,0
2020-01-09,Ireland,0,0
2020-01-10,Ireland,0,0
2020-01-11,Ireland,0,0
2020-01-12,Ireland,0,0
2020-01-13,Ireland,0,0
2020-01-14,Ireland,0,0
2020-01-15,Ireland,0,0
2020-01-16,Ireland,0,0
2020-01-17,Ireland,0,0
2020-01-18,Ireland,0,0
2020-01-19,Ireland,0,0
2020-01-20,Ireland,0,0
2020-01-21,Ireland,0,0
2020-01-22,Ireland,0,0
2020-01-23,Ireland,0,0
2020-01-24,Ireland,0,0
2020-01-25,Ireland,0,0
2020-01-26,Ireland,0,0
2020-01-27,Ireland,0,0
2020-01-28,Ireland,0,0
2020-01-29,Ireland,0,0
2020-01-30,Ireland,0,0
2020-01-31,Ireland,0,0
2020-02-01,Ireland,0,0
2020-02-02,Ireland,0,0
2020-02-03,Ireland,0,0
2020-02-04,Ireland,0,0
2020-02-05,Ireland,0,0
2020-02-06,Ireland,0,0
2020-02-07,Ireland,0,0
2020-02-08,Ireland,0,0
2020-02-09,Ireland,0,0
2020-02-10,Ireland,0,0
2020-02-11,Ireland,0,0
2020-02-12,Ireland,0,0
2020-02-13,Ireland,0,0
2020-02-14,Ireland,0,0
2020-02-15,Ireland,0,0
2020-02-16,Ireland,0,0
2020-02-17,Ireland,0,0
2020-02-18,Ireland,0,0
2020-02-19,Ireland,0,0
2020-02-20,Ireland,0,0
2020-02-21,Ireland,0,0
2020-02-22,Ireland,0,0
2020-02-23,Ireland,0,0
2020-02-24,Ireland,0,0
2020-02-25,Ireland,0,0
2020-02-26,Ireland,0,0
2020-02-27,Ireland,0,0
2020-02-28,Ireland,0,0
2020-02-29,Ireland,0,0
2020-03-01,Ireland,0,1
2020-03-02,Ireland,0,1
2020-03-04,Ireland,0,2
2020-03-05,Ireland,0,6
2020-03-06,Ireland,0,13
2020-03-07,Ireland,0,18
2020-03-08,Ireland,0,19
2020-03-09,Ireland,0,21
2020-03-11,Ireland,0,35
2020-03-12,Ireland,0,43
2020-03-13,Ireland,0,70
